id,mdb,project_name,region,multi_country,country,iso_country_code,city,year,context,sector,subset,amounttotal_2020usd,amountmdb_2020usd,sponsor1,amount1,sponsor2,amount2,sponsor3,amount3,sponsor4,amount4,sponsor5,amount5,sponsor6,amount6,sponsor7,amount7,ppp_sanitation,ppp_water,amount_sanitation,amount_water,primaryc,secondaryc,towns,network_infrastructure,n_drains_sewers,n_treatment,non_network_infrastructure,nn_containment,nn_transport,nn_treatment,nn_disposal,nn_reuse,ur1,ur2,ur3,ur4,ur5,er1,er2,er3
P083322,IBRD,Sichuan Urban Development Project,Eastern Asia,0,China,CHN,MULTI,2006,Urban,Sanitation +,0,513368548.046794,231090951.180191,GOV,282277596.866603,IBRD,231090951.180191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P100835,IBRD,Rural Water Supply and Sanitation,Eastern Africa,0,South Sudan,SSD,NA,2006,Rural,Water & Sanitation,1,38515158.5300318,0,NA,19257579.2650159,GOV,19257579.2650159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40282-013,AsDB,Emergency Rehabilitation of Calamity Damage  Project,South-eastern Asia,0,Vietnam,VNM,NA,2006,Rural,Water +,1,76889094.8121202,65437254.3425241,AsDB,65437254.3425241,GOV,11451840.4695961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P087860,IBRD,AF: Urban Water Sector Project,Southern Asia,0,Afghanistan,AFG,Kabul,2006,Urban,Water & Sanitation,2,82807590.8395684,51353544.7067091,IBRD,51353544.7067091,OTHER_MULTI_BI_LATERAL,31454046.1328593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,6900000,25200000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P097975,IBRD,Multi-sector Infrastructure Rehabilitation Project,Western Africa,0,Guinea-Bissau,GNB,Bissau,2006,Urban,Water +,3,25676772.3533546,19257579.2650159,IBRD,19257579.2650159,OTHER_MULTI_BI_LATERAL,6419193.08833864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service-O&M,NA,4850000,1,0,0,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
38254-013,AsDB,MFF - North Karnataka Urban Sector Investment Program (Facility Concept),Southern Asia,0,India,IND,MULTI,2006,Urban,Water & Sanitation,2,564888991.7738,346636426.770286,AsDB,346636426.770286,GOV,218252565.003514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-UG-E00-006,AfDB,"Uganda - Implementation of Integrated Project of Water Supply and Sanitation Services for the urban poor in Kagugube Parish, Kampala",Eastern Africa,0,Uganda,UGA,Kampala,2006,Urban,Water & Sanitation,2,1433164.52589773,1433164.52589773,AfDB,1433164.52589773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P095555,IBRD,"SECOND RURAL AND SMALL TOWNS WATER SUPPLY AND SANITATION PROJECT 
(PRAGUAS 11)",South America,0,Ecuador,ECU,MULTI,2006,Both,Water & Sanitation,1,134803054.855111,77030317.0600637,IBRD,77030317.0600637,GOV,57772737.7950477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P082295,IBRD,COASTAL CITIES ENVIRONMENTAL SANITATION PROJECT,South-eastern Asia,0,Viet Nam,VNM,MULTI,2006,Urban,Sanitation +,0,220948626.100616,160094675.623166,IBRD,6419193.08833864,GOV,48529099.7478401,IBRD,160094675.623166,OTHER_MULTI_BI_LATERAL,5905657.64127155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P104228,IBRD,CAR - LICUS for support to Community-Driven Development and Social Sector Project,Middle Africa,0,Central African Republic,CAF,NA,2006,NA,Water +,0,64191.9308833864,64191.9308833864,IBRD,64191.9308833864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P083929,IBRD,PUNJAB MUNICIPAL SERVICES IMPROVEMENT PROJECT,Southern Asia,0,Pakistan,PAK,MULTI,2006,Urban,Water +,3,75746478.4423959,64191930.8833864,IBRD,64191930.8833864,GOV,11554547.5590095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,0,MULTI,MULTI,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
P088656,IBRD,SN-Participatory Local Development Program,Western Africa,0,Senegal,SEN,MULTI,2006,Both,Water +,1,240758255.971229,64256122.8142698,GOV,176502133.156959,IBRD,64256122.8142698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P088252,IBRD,MUNICIPAL SERVICES PROJECT,Eastern Europe,0,Romania,ROU,MULTI,2006,Urban,Water & Sanitation +,2,219022868.174114,169081545.94684,IBRD,169081545.94684,GOV,49941322.2272746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Concession,Concession,21340400,28234800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-MZ-E00-005,AfDB,National Rural Water and Sanitation Progam Awf Funding,Eastern Africa,0,Mozambique,MOZ,NA,2006,Rural,Water & Sanitation,1,788817.151943065,807771.203002957,AfDB,788817.151943065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P100160,IBRD,Emergency Infrastructure Project,Western Africa,0,Liberia,LBR,Monrovia,2006,Urban,Water +,3,32095965.4416932,32095965.4416932,IBRD,32095965.4416932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
37597-013,AsDB,Wuhan Wastewater and Stormwater Management (formerly Wuhan Wastewater and Stormworks Management),Eastern Asia,0,China,CHN,Wuhan,2006,Urban,Sanitation +,2,342014607.746683,128383861.766773,AsDB,128383861.766773,GOV,92821532.0573767,Private,92821532.0573767,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,204100000,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P098949,IBRD,Second Village Investment Project,Central Asia,0,Kyrgyzstan,KGZ,NA,2006,Rural,Water +,1,45833038.6507379,19257579.2650159,IBRD,19257579.2650159,OTHER_MULTI_BI_LATERAL,16946669.753214,GOV,9628789.63250796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2270,AsDB,PRIVATE PARTICIPATION IN INFRASTRUCTURE PROGRAM,Southern Asia,0,Pakistan,PAK,MULTI,2006,Both,Water & Sanitation +,1,514819285.684759,513535447.067091,AsDB,513535447.067091,OTHER_MULTI_BI_LATERAL,1283838.61766773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P091299,IBRD,INNER CITY BASIC SERVICES FOR THE POOR PROJECT,Caribbean,0,Jamaica,JAM,MULTI,2006,Urban,Water & Sanitation +,2,42109906.6595015,37616471.4976644,IBRD,37616471.4976644,GOV,4493435.16183705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40009-013,AsDB,Infrastructure Project Development Facility,South-eastern Asia,0,Indonesia,IDN,MULTI,2006,Both,Water & Sanitation +,1,49812938.3655078,34021723.3681948,AsDB,34021723.3681948,OTHER_MULTI_BI_LATERAL,9628789.63250796,GOV,6034041.50303832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-GH-E00-004,AfDB,Ghana - Accra Sewerage Improvement Project (ASIP),Western Africa,0,Ghana,GHA,Accra,2006,Urban,Sanitation,2,97728555.7241851,86886616.9948302,AfDB,86886616.9948302,GOV,10841938.7293549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Service-O&M,NA,51740000,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P083187,IBRD,IN Uttarakhand Water Supply and Sanitation Project,Southern Asia,0,India,IND,NA,2006,Rural,Water & Sanitation,1,287579850.357571,154060634.120127,IBRD,154060634.120127,GOV,133519216.237444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34513-013,AsDB,Post-Conflict Emergency Rehabilitation Project,Melanesia,0,Solomon Islands,SLB,MULTI,2006,Urban,Water +,1,12838386.1766773,12838386.1766773,AsDB,12838386.1766773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P096102,IBRD,Third Poverty Reduction Strategy Credit,Eastern Africa,0,Madagascar,MDG,NA,2006,Rural,Water +,1,51353544.7067091,51353544.7067091,IBRD,51353544.7067091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P083322,IBRD,SICHUAN URBAN DEVELOPMENT PROJECT,Eastern Asia,0,China,CHN,MULTI,2006,Urban,Sanitation +,3,513355709.660618,231090951.180191,GOV,282277596.866603,IBRD,231090951.180191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOT_type,NA,10410000,NA,0,4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
P082295,IBRD,Coastal Cities Environmental Sanitation Project,South-eastern Asia,0,Viet Nam,VNM,MULTI,2006,Urban,Sanitation +,3,220948626.100616,160094675.623166,IBRD,160094675.623166,GOV,48529099.7478401,IBRD,6419193.08833864,OTHER_MULTI_BI_LATERAL,5905657.64127155,NA,NA,NA,NA,NA,NA,Promotion,NA,42000000,NA,0,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
P102527,IBRD,MOROCCO - IMPROVED ACCESS TO WATER AND SEWERAGE SERVICES PROJECT,Northern Africa,0,Morocco,MAR,MULTI,2006,Urban,Water & Sanitation,2,8986870.32367409,8986870.32367409,IBRD,8986870.32367409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Lease&Affermage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38049-013,AsDB,Urban Infrastructure Development,Southern Asia,0,Bhutan,BTN,MULTI,2006,Urban,Water & Sanitation +,2,39478037.4932826,31582429.9946261,AsDB,31582429.9946261,GOV,7895607.49865653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P100218,IBRD,ID-Aceh-Infra. Reconstr Enabling Program (IREP),South-eastern Asia,0,Indonesia,IDN,MULTI,2006,Urban,Water +,1,53921221.9420446,0,NA,53921221.9420446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37596-013,AsDB,Guangxi Nanning Urban Environmental Upgrading (Guangxi Nanning Urban Infrastructure Development),Eastern Asia,0,China,CHN,Nanning,2006,Urban,Sanitation +,2,337264404.861312,128383861.766773,GOV,194629934.438428,AsDB,128383861.766773,Private,14250608.6561118,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P083929,IBRD,Punjab Municipal Services Improvement Project (PMSIP),Southern Asia,0,Pakistan,PAK,MULTI,2006,Urban,Water +,0,756180945.806292,64191930.8833864,IBRD,64191930.8833864,GOV,11426163.6972428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39405-013,AsDB,Dhaka Water Supply Sector Development Program (Project Loan),Southern Asia,0,Bangladesh,BGD,Dhaka,2007,Urban,Water,1,265498666.57771,187234602.664112,AsDB,187234602.664112,GOV,78264063.9135986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-BF-E00-008,AfDB,"Burkina Faso - Rural Drinking Water Supply and Sanitation Project in the Cascades, West-Central, South-Central and Sahel regions",Western Africa,0,Burkina Faso,BFA,NA,2007,Rural,Water & Sanitation,1,66811387.3306381,38210687.6354807,AfDB,38210687.6354807,NA,19105343.8177404,NA,8291719.21689932,COM,1203636.66051764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P104528,IBRD,Vietnam Rural Water (East Meets West),South-eastern Asia,0,Viet Nam,VNM,NA,2007,Rural,Water,1,4755758.90766843,3744692.05328223,IBRD,3744692.05328223,COM,936173.013320558,GOV,74893.8410656446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P103979,IBRD,GPOBA - Nepal Biodigesters,Southern Asia,0,Nepal,NPL,NA,2007,Rural,Sanitation +,1,102230093.054605,6241153.42213705,COM,69276802.9857213,IBRD,6241153.42213705,GOV,6990091.8327935,OTHER_MULTI_BI_LATERAL,6116330.35369431,NA,6241153.42213705,OTHER_MULTI_BI_LATERAL,7364561.03812172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P104662,IBRD,Freetown Water Supply Rehabilitation,Western Africa,0,Sierra Leone,SLE,Freetown,2007,Urban,Water,1,10272938.5328376,10272938.5328376,IBRD,10272938.5328376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P082419,IBRD,WATER SUPPLY AND SANITATION IN LOW-INCOME COMMUNITIES,Central America,0,Panama,PAN,MULTI,2007,Both,Water & Sanitation,1,49180288.96644,39943381.9016771,IBRD,39943381.9016771,GOV,6365976.49057979,COM,2870930.57418304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2363,AsDB,WATER SUPPLY AND SANITATION SECTOR PROJECT,Western Asia,0,Armenia,ARM,MULTI,2007,Both,Water & Sanitation,1,56170380.7992335,44936304.6393868,AsDB,44936304.6393868,GOV,11234076.1598467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-NG-E00-002,AfDB,Rural Water Suply and Sanitation Sub-Programmes for Yobe and Osun States,Western Africa,0,Nigeria,NGA,NA,2007,Rural,Water & Sanitation,1,132247189.906399,132247189.906399,AfDB,97437253.4704759,GOV,20060611.0086274,NA,6190131.39694788,NA,8062455.09108644,NA,496738.93926125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P104566,IBRD,WATER SERVICES AND INSTITUTIONAL SUPPORT PROJECT,Eastern Africa,0,Mozambique,MOZ,MULTI,2007,Urban,Water,3,37446920.5328223,42814312.4758602,IBRD,42814312.4758602,NA,18723460.2664112,OTHER_MULTI_BI_LATERAL,18723460.2664112,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lease&Affermage,NA,30000000,4,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
40050-013,AsDB,Jilin Urban Environmental Improvement Project,Eastern Asia,0,China,CHN,MULTI,2007,Urban,Water & Sanitation +,2,440250962.397548,124823068.442741,GOV,143671351.777595,Private,171756542.177212,AsDB,124823068.442741,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,171520000,16960000,MULTI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P094229,IBRD,EGYPT-ALEXANDRIA DEVELOPMENT PROJECT,Northern Africa,0,Egypt,EGY,Alexandria,2007,Urban,Water & Sanitation +,2,137305375.287015,124823068.442741,IBRD,124823068.442741,GOV,12482306.8442741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P102472,IBRD,Naandi - India Foundation,Southern Asia,0,India,IND,NA,2007,Rural,Water,1,1560288.35553426,998584.547541928,IBRD,998584.547541928,COM,312057.671106853,GOV,249646.136885482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P095337,IBRD,URBAN INFRASTRUCTURE PROJECT,Eastern Europe,0,Ukraine,UKR,MULTI,2007,Urban,Water & Sanitation,2,174752295.819837,174752295.819837,IBRD,174752295.819837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lease&Affermage,Lease&Affermage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P096336,IBRD,SECOND NATIONAL WATER DEVELOPMENT PROJECT,Eastern Africa,0,Malawi,MWI,MULTI,2007,Urban,Water & Sanitation,2,324539977.951127,62411534.2213705,IBRD,62411534.2213705,OTHER_MULTI_BI_LATERAL,62411534.2213705,OTHER_MULTI_BI_LATERAL,46184535.3238142,OTHER_MULTI_BI_LATERAL,24964613.6885482,AfDB,31205767.1106853,NA,NA,NA,NA,Non,Service-O&M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P100390,IBRD,Sri Lanka: Puttalam Housing Project,Southern Asia,0,Sri Lanka,LKA,Puttalam,2007,Urban,Water & Sanitation +,2,42689489.4074174,39943381.9016771,IBRD,39943381.9016771,GOV,2746107.5057403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P096213,IBRD,NATIONAL WATER SUPPLY AND SANITATION PROJECT,Western Asia,0,Azerbaijan,AZE,MULTI,2007,Urban,Water & Sanitation,2,386951512.172497,287093057.418304,IBRD,287093057.418304,GOV,99858454.7541928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P105860,IBRD,Poverty Alleviation Fund II,Southern Asia,0,Nepal,NPL,NA,2007,Rural,Water +,1,136057144.602588,124823068.442741,IBRD,124823068.442741,COM,9985845.47541928,GOV,1248230.68442741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P089011,IBRD,BR Municipal APL1: Uberaba,South America,0,Brazil,BRA,MULTI,2007,Urban,Water & Sanitation,2,513022811.299666,299575364.262578,IBRD,299575364.262578,GOV,213447447.037087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,Promotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P101432,IBRD,UY APL2 OSE Modernization & Systems Rehabilitation Project,South America,0,Uruguay,URY,MULTI,2007,Urban,Water & Sanitation,2,85004509.6095067,62411534.2213705,IBRD,62411534.2213705,GOV,22592975.3881361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,6000000,33000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P104497,IBRD,DRC Emergency Urban and Social Rehabilitation Project,Middle Africa,0,Democratic Republic of the Congo,COD,Kinshasa,2007,Urban,Water +,3,224681523.196934,224681523.196934,IBRD,224681523.196934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,1,0,0,TRUE,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P-KE-E00-005,AfDB,Kenya - Water services boards support project,Eastern Africa,0,Kenya,KEN,MULTI,2007,Both,Water & Sanitation,1,107253197.017155,86470786.1190929,AfDB,67231704.8946284,NA,19239081.2244646,GOV,17901707.1572227,NA,435219.732168126,COM,2445484.00867077,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P072030,IBRD,Urban Development Project,Middle Africa,0,Chad,TCD,MULTI,2007,Urban,Water & Sanitation +,2,33702228.4795401,18723460.2664112,IBRD,18723460.2664112,GOV,14978768.2131289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,10100000,3420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41116-023,AsDB,MFF - Jammu and Kashmir Urban Sector Development Investment Program (Subproject 1),Southern Asia,0,India,IND,MULTI,2007,Urban,Water & Sanitation +,2,81010171.4193389,52675334.8828367,AsDB,52675334.8828367,GOV,28334836.5365022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,23600000,5900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P096965,IBRD,"LA GUAJIRA WATER AND SANITATION INFRASTRUCTURE AND SERVICE 
MANAGEMENT PROJECT",South America,0,Colombia,COL,MULTI,2007,Both,Water & Sanitation,1,178496987.87312,112340761.598467,IBRD,112340761.598467,GOV,63534941.8373552,Private,2621284.43729756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P095840,IBRD,First Water Sector Development Policy Loan,Northern Africa,0,Morocco,MAR,MULTI,2007,Urban,Water & Sanitation,1,159773527.606709,159773527.606709,IBRD,159773527.606709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41022-012,AsDB,"Preparing the Improved Water Quality, Sanitation, and Service Delivery in Emerging Towns Sector Development Program",Southern Asia,0,Nepal,NPL,MULTI,2007,Urban,Water & Sanitation,2,1058499.62039444,748938.410656446,AsDB,748938.410656446,GOV,159773.527606709,NA,149787.682131289,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-DJ-E00-001,AfDB,Projet d'assainissement de la Ville de Djibouti,Eastern Africa,0,Djibouti,DJI,Djibouti,2007,Urban,Sanitation,2,40044800.6419838,12418473.481531201,OTHER_MULTI_BI_LATERAL,25620266.0595898,AfDB,12418473.481531201,GOV,2006061.10086274,NA,NA,NA,NA,NA,NA,NA,NA,Promotion,NA,20960000,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P101426,IBRD,LAKE TITICACA LOCAL SUSTAINABLE DEVELOPMENT PROJECT,South America,0,Bolivia (Plurinational State of),BOL,MULTI,2007,Urban,Water & Sanitation +,2,28721788.0486747,24964613.6885482,IBRD,24964613.6885482,GOV,3757174.36012651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2328,AsDB,ANHUI HEFEI URBAN ENVIRONMENT IMPROVEMENT PROJECT,Eastern Asia,0,China,CHN,Hefei,2007,Urban,Sanitation +,2,464791177.653391,187234602.664112,GOV,192651923.834527,AsDB,187234602.664112,Private,84904651.1547525,NA,NA,NA,NA,NA,NA,NA,NA,Service-O&M,NA,65160000,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37530-013,AsDB,Rural Development,Central Asia,0,Tajikistan,TJK,NA,2007,Rural,Water +,1,29832713.3578151,22093683.1143652,AsDB,22093683.1143652,IBRD,4368807.39549594,GOV,2059580.62930523,COM,1310642.21864878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
