id,mdb,project_name,region,multi_country,country,iso_country_code,city,year,context,sector,subset,amounttotal_2020usd,amountmdb_2020usd,sponsor1,amount1,sponsor2,amount2,sponsor3,amount3,sponsor4,amount4,sponsor5,amount5,sponsor6,amount6,sponsor7,amount7,ppp_sanitation,ppp_water,amount_sanitation,amount_water,primaryc,secondaryc,towns,network_infrastructure,n_drains_sewers,n_treatment,non_network_infrastructure,nn_containment,nn_transport,nn_treatment,nn_disposal,nn_reuse,ur1,ur2,ur3,ur4,ur5,er1,er2,er3
P009345,IBRD,Dacca Water Supply and Sewerage Project,Southern Asia,0,Bangladesh,BGD,Dhaka,1963,Urban,Water & Sanitation,2,314545359.129252,111552894.693878,GOV,202992464.435374,IBRD,111552894.693878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,14210000,13220000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P009344,IBRD,Chittagong Water Supply Project,Southern Asia,0,Bangladesh,BGD,Chittagong,1963,Urban,Water,3,171047771.863946,59156838.0952381,GOV,111890933.768707,IBRD,59156838.0952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,20240000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P004413,IBRD,Manila Metropolitan Water Supply Project,South-eastern Asia,0,Philippines,PHL,Manila,1964,Urban,Water,3,402193387.426115,168554075.228372,GOV,233639312.197743,IBRD,168554075.228372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,48200000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P004633,IBRD,Johore Water Supply Project,South-eastern Asia,0,Singapore,SGP,Singapore,1965,Urban,Water,3,112532546.416292,55855570.4839989,IBRD,55855570.4839989,GOV,56676975.932293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,13700000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000166,IBRD,Water Supply Project (01),Eastern Africa,0,Burundi,BDI,Bujumbura,1966,Urban,Water,3,13555193.3247754,8771007.44544288,IBRD,8771007.44544288,GOV,4784185.87933248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,1700000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P010043,IBRD,Lahore Water Supply and Sewerage Project,Southern Asia,0,Pakistan,PAK,Lahore,1967,Urban,Water & Sanitation,2,44999393.4549088,13577403.1976018,IBRD,13577403.1976018,OTHER_MULTI_BI_LATERAL,13577403.1976018,GOV,17844587.0597052,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,6500000,9800000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P004639,IBRD,Sewerage Project,South-eastern Asia,0,Singapore,SGP,Singapore,1968,Urban,Sanitation,3,166670919.02252,44643996.1667465,IBRD,44643996.1667465,GOV,122026922.855774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,22400000,NA,1,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P005601,IBRD,Water Supply Project (01),Northern Africa,0,Tunisia,TUN,MULTI,1968,Urban,Water,3,244053845.711548,111609990.416866,IBRD,111609990.416866,OTHER_MULTI_BI_LATERAL,37203330.1389554,GOV,95240525.1557259,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,32800000,1,63,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P004224,IBRD,Kuala Lumpur Water Supply Project,South-eastern Asia,0,Malaysia,MYS,Kuala Lumpur,1968,Urban,Water,3,57293128.4139914,26786397.7000479,GOV,30506730.7139435,IBRD,26786397.7000479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,7700000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P006713,IBRD,Bogota Water Supply Project,South America,0,Colombia,COL,Bogota,1968,Urban,Water,3,262655510.781025,104169324.389075,GOV,158486186.39195,IBRD,104169324.389075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,35300000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4,AsDB,PENANG WATER SUPPLY,South-eastern Asia,0,Malaysia,MYS,NA,1968,NA,Water,1,53572795.4000958,46429756.0134164,AsDB,46429756.0134164,GOV,7143039.38667945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P000315,IBRD,Water Supply Project (01),Middle Africa,0,Cameroon,CMR,MULTI,1969,Urban,Water,3,49669167.105861,35276397.0922308,IBRD,35276397.0922308,NA,11288447.0695139,GOV,3104322.94411631,NA,NA,NA,NA,NA,NA,NA,NA,NA,Concession,NA,7040000,2,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
P007407,IBRD,Kingston Water Supply Project,Caribbean,0,Jamaica,JAM,Kingston,1969,Urban,Water,3,64203042.7078601,35276397.0922308,IBRD,35276397.0922308,GOV,28926645.6156293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,9100000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000840,IBRD,Accra Tema Water and Sewerage Project,Western Africa,0,Ghana,GHA,Accra,1969,Urban,Water & Sanitation,2,67025154.4752385,24693477.9645616,GOV,36525181.5492958,IBRD,24693477.9645616,COM,5806494.96138119,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,2412000,3203000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-SL-EA0-002,AfDB,Extension of Water Supply Network,Western Africa,0,Sierra Leone,SLE,MULTI,1969,Both,Water,1,10582919.1276692,10582919.1276692,AfDB,10582919.1276692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P000126,IBRD,Shashe Engineering Project,Southern Africa,0,Botswana,BWA,Selebi-Phikwe,1969,Urban,Water +,3,17638198.5461154,17638198.5461154,IBRD,17638198.5461154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,1029000,0,0,1,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P001234,IBRD,Nairobi Water Supply Project (01),Eastern Africa,0,Kenya,KEN,Nairobi,1970,Urban,Water,3,89325682.7645417,55381923.3140159,IBRD,55381923.3140159,GOV,33943759.4505259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,13400000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P006724,IBRD,Cali Water Supply and Sewerage Project,South America,0,Colombia,COL,Cali,1970,Urban,Water & Sanitation,2,249978589.826143,122489509.01481,GOV,127489080.811333,IBRD,122489509.01481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,33450000,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,AsDB,WATER SUPPLY,South-eastern Asia,0,Singapore,SGP,MULTI,1970,Urban,Water,1,55328594.5481863,55328594.5481863,AsDB,55328594.5481863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-UG-EA0-001,AfDB,Water Supply System In 18 Urban Centers,Eastern Africa,0,Uganda,UGA,MULTI,1970,Urban,Water,1,19998287.1860914,19118446.6093706,AfDB,19118446.6093706,NA,879840.576720885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P005603,IBRD,Water Supply Project (02),Northern Africa,0,Tunisia,TUN,MULTI,1970,Urban,Water,3,127989037.990985,69994005.15132,IBRD,69994005.15132,OTHER_MULTI_BI_LATERAL,23331335.05044,GOV,34663697.7892252,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,19200000,1,3,MULTI,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
41,AsDB,MALACCA WATER SUPPLY,South-eastern Asia,0,Malaysia,MYS,Malacca,1970,Urban,Water,1,33330478.6434857,33330478.6434857,AsDB,33330478.6434857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P000127,IBRD,Shashe Construction and Supplementary Loan Project,Southern Africa,0,Botswana,BWA,Morupule,1971,Urban,Water +,3,412265575.221239,204534859.024491,OTHER_MULTI_BI_LATERAL,198143144.679975,IBRD,204534859.024491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,13530000,0,0,1,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P009152,IBRD,Ibar Multipurpose Water Supply Project,Southern Europe,0,Socialist Federal Republic of Yugoslavia,NA,MULTI,1971,Both,Water +,3,596346948.343281,287627145.50319,IBRD,287627145.50319,Private,295936374.15106,GOV,12783428.6890307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,0,0,MULTI,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P006246,IBRD,Sao Paulo Water Supply and Pollution Control Projects,South America,0,Brazil,BRA,Sao Paulo,1971,Urban,Water & Sanitation,2,903149236.880017,236493430.747067,IBRD,236493430.747067,OTHER_MULTI_BI_LATERAL,343874231.734925,GOV,322781574.398024,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,81500000,59800000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P006729,IBRD,Bogota Water Supply Project (02),South America,0,Colombia,COL,Bogota,1971,Urban,Water,3,662820777.52624,562470862.317349,IBRD,562470862.317349,GOV,100349915.208891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,103700000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000128,IBRD,Gaborone - Losatse Water Supply Project,Southern Africa,0,Botswana,BWA,MULTI,1971,Urban,Water,3,21092657.3369006,19175143.033546,IBRD,19175143.033546,GOV,1917514.3033546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,3300000,1,0,1,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P008342,IBRD,Nicosia Sewerage Project,Western Asia,0,Cyprus,CYP,Nicosia,1971,Urban,Sanitation,3,43463657.5427043,22371000.2058037,IBRD,22371000.2058037,GOV,21092657.3369006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,6800000,NA,1,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64,AsDB,SEOUL WATER SUPPLY,Eastern Asia,0,Republic of Korea,KOR,Seoul,1971,Urban,Water,1,56247086.2317349,56247086.2317349,AsDB,56247086.2317349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P008341,IBRD,Famagusta Sewerage Project,Western Asia,0,Cyprus,CYP,Famagusta,1971,Urban,Sanitation,3,18612672.1712287,12144257.2545791,IBRD,12144257.2545791,GOV,6468414.91664952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,2912000,NA,0,1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P006728,IBRD,Palmira Water Supply and Sewerage Project,South America,0,Colombia,COL,Palmira,1971,Urban,Water & Sanitation,2,24160680.222268,12783428.6890307,GOV,11377251.5332373,IBRD,12783428.6890307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,520000,2270000,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,AsDB,GREATER IPOH WATER SUPPLY,South-eastern Asia,0,Malaysia,MYS,Ipoh,1972,Urban,Water,1,37754040.2550817,37754040.2550817,AsDB,37754040.2550817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-CG-EA0-004,AfDB,Adduction  d'eau de Brazaville,Middle Africa,0,Congo,COG,Brazzaville,1972,Urban,Water,1,39655482.4335431,8130846.52285607,AfDB,8130846.52285607,GOV,31524635.910687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,AsDB,SEA WATER DESALTING,Eastern Asia,0,China,HKG,Hong Kong,1972,Urban,Water,1,133067518.931845,133067518.931845,AsDB,133067518.931845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P007751,IBRD,Managua Water Supply Project (02),Central America,0,Nicaragua,NIC,Manuaga,1972,Urban,Water,3,61706193.6628139,42705389.7967318,IBRD,42705389.7967318,GOV,19000803.8660821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,9970000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P008900,IBRD,Istanbul Water Supply Project,Western Asia,0,Turkey,TUR,Istanbul,1972,Urban,Water,3,526699807.493025,228999916.301315,GOV,297699891.19171,IBRD,228999916.301315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,85100000,1,0,0,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P005364,IBRD,Casablanca Rabat Water Supply Project,Northern Africa,0,Morocco,MAR,MULTI,1972,Urban,Water,3,649245708.648864,297080972.499004,GOV,339167443.603029,IBRD,297080972.499004,COM,12997292.5468314,NA,NA,NA,NA,NA,NA,NA,NA,NA,Concession,NA,104900000,2,3,5,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
P006734,IBRD,Medium Size Cities Water Supply Project,South America,0,Colombia,COL,MULTI,1972,Urban,Water & Sanitation,2,95932397.3694699,56321601.0362694,IBRD,56321601.0362694,GOV,39610796.3332005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,AsDB,METROPOLITAN WATER INTAKE,Eastern Asia,0,Republic of Korea,KOR,MULTI,1972,Urban,Water,1,158443185.332802,158443185.332802,AsDB,158443185.332802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P000677,IBRD,Water Supply and Sewerage Project (01),Eastern Africa,0,Ethiopia,ETH,Addis Ababa,1972,Urban,Water & Sanitation,2,80459430.0518135,66843218.8122758,IBRD,66843218.8122758,GOV,13616211.2395377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,6200000,6500000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,AsDB,BUSAN AND DAEGU WATER SUPPLY,Eastern Asia,0,Republic of Korea,KOR,MULTI,1972,Urban,Water,1,35278365.4842567,35278365.4842567,AsDB,35278365.4842567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P037410,IBRD,Sewerage Project,Western Asia,0,Israel,ISR,MULTI,1972,Both,Sanitation,3,466231451.215624,185675607.811877,IBRD,185675607.811877,GOV,140308867.636509,OTHER_MULTI_BI_LATERAL,140246975.767238,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,NA,NA,0,0,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
162,AsDB,RANGOON WATER SUPPLY,South-eastern Asia,0,Myanmar,MMR,Rangoon,1973,Urban,Water,1,48789402.3648649,48789402.3648649,AsDB,48789402.3648649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P007528,IBRD,Mexico City Water Supply Project,Central America,0,Mexico,MEX,Mexico City,1973,Urban,Water,3,1014259977.47748,524617229.72973,IBRD,524617229.72973,GOV,489642747.747748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,174000000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P005545,IBRD,Water Supply Project,Western Asia,0,Syrian Arab Republic,SYR,Damascus,1973,Urban,Water,3,190028018.768769,87436204.9549549,GOV,102591813.813814,IBRD,87436204.9549549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,32600000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P-LR-EA0-001,AfDB,Monrovia Water Supply,Western Africa,0,Liberia,LBR,Monrovia,1973,Urban,Water,1,6601578.23057628,6601578.23057628,AfDB,6601578.23057628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,AsDB,RANGOON WATER SUPPLY,South-eastern Asia,0,Myanmar,MMR,Rangoon,1973,Urban,Water,1,26230861.4864865,26230861.4864865,AsDB,26230861.4864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,AsDB,BANGKOK WATER SUPPLY,South-eastern Asia,0,Thailand,THA,Bangkok,1973,Urban,Water,1,98628039.1891892,98628039.1891892,AsDB,98628039.1891892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P004682,IBRD,Bangkok Water Supply And Sewerage Project,South-eastern Asia,0,Thailand,THA,Bangkok,1973,Urban,Water,3,1237513754.12913,320599418.168168,IBRD,320599418.168168,AsDB,114249974.474474,GOV,802664361.486486,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,212300000,1,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,AsDB,SAIGON WATER DISTRIBUTION,South-eastern Asia,0,Vietnam,VNM,Ho Chi Minh,1973,Urban,Water,1,8452166.47897898,8452166.47897898,AsDB,8452166.47897898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,AsDB,KUCHING-SIBU WATER SUPPLY,South-eastern Asia,0,Malaysia,MYS,MULTI,1973,Urban,Water,1,36664915.2777778,36664915.2777778,AsDB,36664915.2777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P009680,IBRD,Bombay Water Supply and Sewerage Project,Southern Asia,0,India,IND,Mumbai,1973,Urban,Water & Sanitation,2,922160508.258258,320599418.168168,GOV,601561090.09009,IBRD,320599418.168168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,46900000,113300000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P005246,IBRD,Water Supply Project,Western Asia,0,Jordan,JOR,Amman,1973,Urban,Water & Sanitation,2,67325877.8153153,50712998.8738739,IBRD,50712998.8738739,GOV,16612878.9414414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,2968000,4866000,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,AsDB,SAIGON WATER DISTRIBUTION,South-eastern Asia,0,Vietnam,VNM,Ho Chi Minh,1973,Urban,Water,1,18361603.0405405,18361603.0405405,AsDB,18361603.0405405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P004644,IBRD,Sewerage Project (02),South-eastern Asia,0,Singapore,SGP,Singapore,1973,Urban,Sanitation,3,171957869.744745,69948963.963964,IBRD,69948963.963964,GOV,102008905.780781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,29500000,NA,1,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P000780,IBRD,Libreville Water Supply Project,Middle Africa,0,Gabon,GAB,Libreville,1973,Urban,Water,3,116581606.606607,55376263.1381381,IBRD,55376263.1381381,NA,25065045.4204204,GOV,36140298.048048,NA,NA,NA,NA,NA,NA,NA,NA,NA,Concession,NA,20000000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
P004235,IBRD,Kuala Lumpur Water Supply Project (02),South-eastern Asia,0,Malaysia,MYS,Kuala Lumpur,1973,Urban,Water,3,152721904.654655,78692584.4594595,IBRD,78692584.4594595,GOV,74029320.1951952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,26200000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,AsDB,MANILA WATER SUPPLY,South-eastern Asia,0,Philippines,PHL,Manila,1974,Urban,Water,1,269265090.75545,269265090.75545,AsDB,269265090.75545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P000845,IBRD,Water Supply Project (02),Western Africa,0,Ghana,GHA,Accra,1974,Urban,Water,3,234622798.377556,54587854.6560757,IBRD,54587854.6560757,OTHER_MULTI_BI_LATERAL,39366241.3385161,AfDB,25194394.4566503,GOV,115474307.926314,NA,NA,NA,NA,NA,NA,NA,Non,NA,44700000,1,0,0,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P007047,IBRD,Guayaquil and Guayas Water Supply Project,South America,0,Ecuador,ECU,MULTI,1974,Both,Water,3,201030272.435356,121772906.540477,IBRD,121772906.540477,GOV,79257365.8948792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non,NA,38300000,1,0,MULTI,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
P005615,IBRD,Water Supply Project (03),Northern Africa,0,Tunisia,TUN,NA,1974,Rural,Water,1,223705227.446341,120723140.104783,IBRD,120723140.104783,COM,51805973.6014872,GOV,31230551.4618895,OTHER_MULTI_BI_LATERAL,19945562.2781815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P010079,IBRD,Water Supply and Sewerage Project,Southern Asia,0,Nepal,NPL,MULTI,1974,Urban,Water & Sanitation,2,54587854.6560757,40940890.9920568,IBRD,40940890.9920568,GOV,10613138.664864,COM,3033824.99915498,NA,NA,NA,NA,NA,NA,NA,NA,Non,Non,2372000,2625000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-GN-EA0-003,AfDB,Projet d'am<e9>lioration et extension des r<e9>seaux de distribution d'eau <e0> Conakry,Western Africa,0,Guinea,GIN,Conakry,1974,Urban,Water,1,29037194.2561752,20199787.3086436,AfDB,20199787.3086436,GOV,8837406.94753159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,AsDB,VIENTIANE WATER SUPPLY,South-eastern Asia,0,Lao People's Democratic Republic,LAO,Vientiane,1974,Urban,Water,1,31230551.4618895,31230551.4618895,AsDB,31230551.4618895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
